time,conductivity,humidity,nitrogen,phosphorus,potassium,pH,temperature,latitude,longitude
2026-08-22T23:36:00.774012+05:30,256,51.0,14,80,73,6.7,25.7,,
2026-08-22T23:36:07.943920+05:30,256,50.5,14,80,73,6.7,25.7,,
2026-08-22T23:36:15.318003+05:30,256,50.5,14,80,73,6.7,25.7,,
2026-08-22T23:36:22.686137+05:30,256,50.5,14,80,73,6.7,25.7,,
2026-08-22T23:36:29.854752+05:30,256,50.3,14,80,73,6.7,25.7,,
2026-08-22T23:36:38.045983+05:30,256,50.5,14,80,73,6.7,25.7,,
2026-08-22T23:36:45.419432+05:30,256,50.5,14,80,73,6.7,25.7,,
2026-08-22T23:36:52.791575+05:30,256,50.3,14,80,73,6.7,25.6,,
2026-08-22T23:37:00.166673+05:30,255,50.3,14,80,72,6.7,25.6,,
2026-08-22T23:37:07.333251+05:30,255,50.3,14,80,72,6.7,25.6,,
2026-08-22T23:37:14.495585+05:30,255,50.2,14,80,72,6.7,25.6,,
2026-08-22T23:37:21.667893+05:30,255,50.2,14,80,72,6.8,25.6,,
2026-08-22T23:37:28.844249+05:30,255,50.2,14,80,72,6.8,25.6,,
2026-08-22T23:37:37.594388+05:30,255,50.0,14,80,72,6.8,25.6,,
2026-08-22T23:37:45.421285+05:30,255,50.0,14,80,72,6.8,25.6,,
2026-08-22T23:37:52.592064+05:30,255,50.0,14,80,72,6.8,25.6,,
2026-08-22T23:37:59.962339+05:30,254,50.0,14,79,72,6.8,25.6,,
2026-08-22T23:38:07.341648+05:30,253,49.8,14,79,71,6.8,25.6,,
2026-08-22T23:38:14.505787+05:30,253,49.8,14,79,71,6.8,25.6,,
2026-08-22T23:38:21.888250+05:30,254,49.8,14,79,72,6.8,25.5,,
2026-08-22T23:38:29.253041+05:30,253,49.8,14,79,71,6.8,25.5,,
2026-08-22T23:38:36.648794+05:30,253,49.8,14,79,71,6.8,25.5,,
2026-08-22T23:38:43.793396+05:30,253,49.8,14,79,71,6.8,25.5,,
2026-08-22T23:38:51.000107+05:30,253,49.8,14,79,71,6.8,25.5,,
2026-08-22T23:38:58.339334+05:30,253,49.8,14,79,71,6.9,25.5,,
2026-08-22T23:39:05.907819+05:30,253,49.6,14,79,71,6.9,25.5,,
2026-08-22T23:39:13.080443+05:30,253,49.8,14,79,71,6.9,25.5,,
2026-08-22T23:39:20.251346+05:30,253,49.6,14,79,71,6.9,25.5,,
2026-08-22T23:39:28.025945+05:30,253,49.6,14,79,71,6.9,25.5,,
2026-08-22T23:39:35.420475+05:30,252,49.6,14,78,71,6.9,25.5,,
2026-08-22T23:39:42.568249+05:30,252,49.6,14,78,71,6.9,25.5,,
2026-08-22T23:39:49.736193+05:30,252,49.4,14,78,71,6.9,25.5,,
2026-08-22T23:39:56.904641+05:30,252,49.4,14,78,71,6.9,25.5,,
2026-08-22T23:40:04.090179+05:30,252,49.3,14,78,71,6.9,25.5,,
2026-08-22T23:40:11.450021+05:30,252,49.4,14,78,71,6.9,25.4,,
2026-08-22T23:40:18.854283+05:30,252,49.4,14,78,71,6.9,25.4,,
2026-08-22T23:40:26.198062+05:30,261,49.8,16,83,75,6.9,25.4,,
2026-08-22T23:40:33.574381+05:30,336,69.1,31,119,112,6.9,25.6,,
2026-08-22T23:40:40.748227+05:30,333,65.9,31,117,110,6.9,25.6,,
2026-08-22T23:40:47.915093+05:30,331,64.8,30,116,109,6.9,25.5,,
2026-08-22T23:40:55.278344+05:30,331,63.8,30,116,109,6.9,25.5,,
2026-08-22T23:41:02.656911+05:30,331,63.4,30,116,109,6.9,25.5,,
2026-08-22T23:41:10.028020+05:30,333,63.4,31,117,110,6.9,25.5,,
2026-08-22T23:41:17.392940+05:30,368,77.5,38,134,127,7.0,25.6,,
2026-08-22T23:41:24.559347+05:30,378,75.3,40,139,132,7.0,25.7,,
2026-08-22T23:41:31.730747+05:30,382,72.0,41,141,134,7.0,25.7,,
2026-08-22T23:41:38.896699+05:30,383,70.6,41,141,134,7.0,25.6,,
2026-08-22T23:41:46.272520+05:30,387,69.7,42,143,136,7.0,25.6,,
2026-08-22T23:41:53.439167+05:30,389,69.7,42,144,137,7.0,25.6,,
2026-08-22T23:42:00.819802+05:30,410,84.0,47,154,148,7.0,25.6,,
2026-08-22T23:42:08.193749+05:30,422,81.8,49,160,153,7.0,25.7,,
2026-08-22T23:42:15.564853+05:30,428,80.8,50,163,156,7.0,25.7,,
2026-08-22T23:42:22.924746+05:30,433,80.0,51,166,159,7.0,25.6,,
2026-08-22T23:42:30.338176+05:30,437,79.3,52,167,161,7.0,25.6,,
2026-08-22T23:42:37.898543+05:30,438,78.9,52,168,161,7.1,25.6,,
2026-08-22T23:42:45.052082+05:30,438,78.6,52,168,161,7.1,25.6,,
2026-08-22T23:42:52.427037+05:30,457,90.3,56,177,170,7.1,25.6,,
2026-08-22T23:42:59.794451+05:30,472,89.9,60,184,178,7.1,25.7,,
2026-08-22T23:43:06.962275+05:30,481,89.9,61,189,182,7.1,25.7,,
2026-08-22T23:43:14.542735+05:30,486,89.1,62,191,185,7.1,25.7,,
2026-08-22T23:43:21.710610+05:30,486,88.3,62,191,185,7.1,25.6,,
2026-08-22T23:43:29.078261+05:30,487,87.7,63,192,185,7.2,25.6,,
2026-08-22T23:43:36.473965+05:30,486,87.2,62,191,185,7.2,25.6,,
2026-08-22T23:43:43.625680+05:30,484,86.8,62,190,184,7.2,25.6,,
2026-08-22T23:43:51.004976+05:30,482,86.5,62,189,183,7.2,25.6,,
2026-08-22T23:43:58.368500+05:30,480,86.2,61,188,182,7.2,25.6,,
2026-08-22T23:44:05.740783+05:30,478,85.9,61,187,181,7.3,25.6,,
2026-08-22T23:44:13.114999+05:30,477,85.7,61,187,180,7.3,25.6,,
2026-08-22T23:44:20.508357+05:30,476,85.5,60,186,180,7.3,25.6,,
2026-08-22T23:44:27.859518+05:30,475,85.4,60,186,179,7.3,25.6,,
2026-08-22T23:44:35.231672+05:30,473,85.2,60,185,178,7.3,25.6,,
2026-08-22T23:44:42.605361+05:30,472,85.0,60,184,178,7.3,25.6,,
2026-08-22T23:44:49.978316+05:30,470,84.9,59,183,177,7.4,25.6,,
2026-08-22T23:44:57.352068+05:30,470,84.7,59,183,177,7.4,25.6,,
2026-08-22T23:45:04.724950+05:30,469,84.7,59,183,176,7.4,25.6,,
2026-08-22T23:45:11.892385+05:30,469,84.5,59,183,176,7.4,25.6,,
2026-08-22T23:45:19.063014+05:30,469,84.4,59,183,176,7.4,25.6,,
2026-08-22T23:45:26.433343+05:30,468,84.4,59,182,176,7.4,25.6,,
2026-08-22T23:45:33.610358+05:30,467,84.4,59,182,175,7.4,25.5,,
2026-08-22T23:45:40.768920+05:30,467,84.4,59,182,175,7.5,25.5,,
2026-08-22T23:45:58.173576+05:30,466,84.0,58,181,175,7.5,25.5,,
2026-08-22T23:46:00.430237+05:30,466,84.0,58,181,175,7.5,25.5,,
2026-08-22T23:46:07.599929+05:30,465,84.4,58,181,174,7.5,25.5,,
2026-08-22T23:46:14.759621+05:30,465,83.7,58,181,174,7.5,25.5,,
2026-08-22T23:46:22.143159+05:30,464,83.7,58,181,174,7.5,25.5,,
2026-08-22T23:46:29.304255+05:30,464,83.7,58,181,174,7.5,25.5,,
2026-08-22T23:46:36.472425+05:30,464,83.3,58,181,174,7.5,25.5,,
2026-08-22T23:46:43.638236+05:30,463,83.3,58,180,173,7.6,25.5,,
2026-08-22T23:46:51.015430+05:30,462,83.7,57,180,173,7.6,25.5,,
2026-08-22T23:46:58.596847+05:30,461,83.3,57,179,172,7.6,25.5,,
2026-08-22T23:47:06.395852+05:30,461,83.3,57,179,172,7.6,25.5,,
2026-08-22T23:47:13.954470+05:30,461,82.9,57,179,172,7.6,25.5,,
2026-08-22T23:47:21.533085+05:30,461,82.9,57,179,172,7.6,25.5,,
2026-08-22T23:47:28.903240+05:30,460,82.9,57,179,172,7.6,25.5,,
2026-08-22T23:47:36.284093+05:30,460,82.6,57,179,172,7.6,25.5,,
2026-08-22T23:47:43.649427+05:30,460,82.6,57,179,172,7.6,25.5,,
2026-08-22T23:47:51.029186+05:30,460,82.6,57,179,172,7.7,25.5,,
2026-08-22T23:47:58.190952+05:30,460,82.6,57,179,172,7.7,25.5,,
2026-08-22T23:48:06.350198+05:30,459,82.6,57,178,171,7.7,25.5,,
2026-08-22T23:48:15.709441+05:30,459,82.2,57,178,171,7.7,25.5,,
2026-08-22T23:48:22.974036+05:30,459,82.2,57,178,171,7.7,25.4,,
2026-08-22T23:48:30.346689+05:30,459,82.2,57,178,171,7.7,25.5,,
2026-08-22T23:48:37.720401+05:30,459,82.2,57,178,171,7.7,25.4,,
2026-08-22T23:48:44.886512+05:30,459,82.2,57,178,171,7.7,25.4,,
2026-08-22T23:48:52.257721+05:30,459,82.2,57,178,171,7.7,25.4,,
2026-08-22T23:48:59.633790+05:30,459,82.2,57,178,171,7.7,25.4,,
2026-08-22T23:49:07.000916+05:30,459,81.8,57,178,171,7.7,25.4,,
2026-08-22T23:49:14.374131+05:30,459,81.8,57,178,171,7.7,25.4,,
2026-08-22T23:49:21.546971+05:30,459,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:49:28.916399+05:30,459,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:49:36.084868+05:30,459,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:49:43.669966+05:30,459,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:49:50.840967+05:30,458,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:49:57.998644+05:30,458,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:50:05.375830+05:30,458,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:50:12.742230+05:30,458,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:50:20.327552+05:30,458,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:50:27.901673+05:30,458,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:50:35.272689+05:30,458,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:50:42.437862+05:30,458,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:50:51.245797+05:30,458,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:50:58.418472+05:30,458,81.8,57,178,171,7.8,25.4,,
2026-08-22T23:51:05.584378+05:30,458,81.8,57,178,171,7.9,25.3,,
2026-08-22T23:51:12.748912+05:30,458,81.8,57,178,171,7.9,25.4,,
2026-08-22T23:51:19.920317+05:30,458,81.8,57,178,171,7.9,25.3,,
2026-08-22T23:51:27.087981+05:30,458,81.5,57,178,171,7.9,25.3,,
2026-08-22T23:51:34.255576+05:30,458,81.8,57,178,171,7.9,25.3,,
2026-08-22T23:51:41.423410+05:30,458,81.8,57,178,171,7.9,25.3,,
2026-08-22T23:51:48.592157+05:30,458,81.8,57,178,171,7.9,25.3,,
2026-08-22T23:51:55.558441+05:30,458,81.8,57,178,171,7.9,25.3,,
2026-08-22T23:52:02.732876+05:30,457,81.8,56,177,170,7.9,25.3,,
2026-08-22T23:52:10.100546+05:30,458,81.5,57,178,171,7.9,25.3,,
2026-08-22T23:52:17.264215+05:30,457,81.8,56,177,170,7.9,25.3,,
2026-08-22T23:52:24.433934+05:30,458,81.8,57,178,171,7.9,25.3,,
