time,conductivity,humidity,nitrogen,phosphorus,potassium,pH,temperature,latitude,longitude
2026-08-24T00:00:00.909337+05:30,0,0.0,0,0,0,0.0,25.5,,
2026-08-24T00:00:08.493640+05:30,0,0.0,0,0,0,0.0,25.8,,
2026-08-24T00:00:15.668131+05:30,0,0.0,0,0,0,0.0,26.1,,
2026-08-24T00:00:23.039848+05:30,0,0.0,0,0,0,0.0,26.3,,
2026-08-24T00:00:30.419137+05:30,0,0.0,0,0,0,0.0,26.6,,
2026-08-24T00:00:37.784867+05:30,0,0.0,0,0,0,0.0,26.7,,
2026-08-24T00:00:45.144985+05:30,0,0.0,0,0,0,0.0,26.9,,
2026-08-24T00:00:52.305472+05:30,0,56.8,0,0,0,0.0,26.6,,
2026-08-24T00:00:59.696279+05:30,0,57.4,0,0,0,0.0,26.3,,
2026-08-24T00:01:07.072827+05:30,0,57.9,0,0,0,0.0,26.2,,
2026-08-24T00:01:14.437564+05:30,0,61.2,0,0,0,0.0,26.2,,
2026-08-24T00:01:21.608190+05:30,472,57.9,329,3,107,7.6,26.2,,
2026-08-24T00:01:28.767206+05:30,467,61.2,325,3,106,7.6,26.2,,
2026-08-24T00:01:35.945614+05:30,466,61.9,321,4,105,7.6,26.2,,
2026-08-24T00:01:43.097721+05:30,466,62.5,319,4,104,7.6,26.2,,
2026-08-24T00:01:50.271679+05:30,465,62.9,318,4,104,7.6,26.2,,
2026-08-24T00:01:57.437672+05:30,464,62.9,319,4,104,7.6,26.3,,
2026-08-24T00:02:04.821881+05:30,464,62.9,319,4,104,7.6,26.3,,
2026-08-24T00:02:11.984395+05:30,463,63.1,319,4,104,7.7,26.3,,
2026-08-24T00:02:19.154151+05:30,463,63.1,321,4,105,7.7,26.3,,
2026-08-24T00:02:26.521800+05:30,460,65.9,315,4,103,7.7,26.3,,
2026-08-24T00:02:34.112576+05:30,458,65.9,314,5,103,7.7,26.4,,
2026-08-24T00:02:41.470294+05:30,457,66.1,316,4,103,7.8,26.4,,
2026-08-24T00:02:48.634904+05:30,457,66.3,315,5,103,7.8,26.4,,
2026-08-24T00:02:56.023811+05:30,457,66.3,315,5,103,7.8,26.4,,
2026-08-24T00:03:53.786673+05:30,0,67.2,0,0,0,0.0,26.5,,
2026-08-24T00:04:01.146426+05:30,0,67.4,0,0,0,0.0,26.5,,
2026-08-24T00:04:08.532793+05:30,453,67.4,315,5,103,7.9,26.5,,
2026-08-24T00:04:16.736859+05:30,453,67.4,315,5,103,7.9,26.5,,
2026-08-24T00:04:23.864991+05:30,453,67.4,315,5,103,7.9,26.5,,
2026-08-24T00:04:31.035926+05:30,453,67.4,315,5,103,7.9,26.5,,
2026-08-24T00:04:38.425508+05:30,452,67.4,316,5,104,7.9,26.6,,
2026-08-24T00:04:45.594748+05:30,452,67.4,316,5,104,7.9,26.6,,
2026-08-24T00:04:52.747580+05:30,451,67.4,316,5,104,8.0,26.6,,
2026-08-24T00:04:59.917436+05:30,451,67.4,316,5,104,8.0,26.6,,
2026-08-24T00:05:07.508093+05:30,451,67.4,316,5,104,8.0,26.6,,
2026-08-24T00:05:14.887944+05:30,451,67.4,316,5,104,8.0,26.6,,
2026-08-24T00:05:22.249048+05:30,451,67.4,316,5,104,8.0,26.6,,
2026-08-24T00:05:29.613492+05:30,451,67.4,315,5,103,8.0,26.6,,
2026-08-24T00:05:36.779383+05:30,451,67.4,315,5,103,8.0,26.6,,
2026-08-24T00:05:43.947435+05:30,451,67.4,315,5,103,8.0,26.6,,
2026-08-24T00:05:51.126321+05:30,450,67.4,315,5,104,8.0,26.7,,
2026-08-24T00:05:58.289161+05:30,450,67.4,315,5,104,8.0,26.7,,
2026-08-24T00:06:05.662780+05:30,450,67.4,315,5,104,8.0,26.7,,
2026-08-24T00:06:12.834427+05:30,450,67.4,315,5,104,8.0,26.7,,
2026-08-24T00:06:20.203077+05:30,450,67.4,315,5,104,8.0,26.7,,
2026-08-24T00:06:27.364962+05:30,449,67.4,316,5,104,8.1,26.7,,
2026-08-24T00:06:34.753130+05:30,449,67.4,316,5,104,8.1,26.7,,
2026-08-24T00:06:41.898388+05:30,449,67.4,316,5,104,8.1,26.7,,
2026-08-24T00:06:49.296868+05:30,449,67.4,318,5,104,8.1,26.7,,
2026-08-24T00:06:56.451009+05:30,449,67.4,318,5,104,8.1,26.7,,
2026-08-24T00:07:03.634132+05:30,449,67.4,318,5,104,8.1,26.7,,
2026-08-24T00:07:11.206133+05:30,449,67.4,318,5,104,8.1,26.7,,
2026-08-24T00:07:18.359178+05:30,449,67.4,318,5,104,8.1,26.7,,
2026-08-24T00:07:25.951006+05:30,449,67.6,317,5,104,8.1,26.7,,
2026-08-24T00:07:33.111291+05:30,449,67.6,317,5,104,8.1,26.7,,
2026-08-24T00:07:40.486568+05:30,448,67.6,318,5,105,8.1,26.8,,
2026-08-24T00:07:47.641363+05:30,448,67.6,318,5,105,8.1,26.8,,
2026-08-24T00:07:54.835716+05:30,448,67.6,318,5,105,8.1,26.8,,
2026-08-24T00:08:02.412278+05:30,448,67.4,319,5,105,8.1,26.8,,
2026-08-24T00:08:09.779821+05:30,448,67.4,319,5,105,8.1,26.8,,
2026-08-24T00:08:17.134303+05:30,448,67.4,319,5,105,8.1,26.8,,
2026-08-24T00:08:24.298495+05:30,448,67.4,319,5,105,8.1,26.8,,
2026-08-24T00:08:31.685551+05:30,448,67.4,319,5,105,8.1,26.8,,
2026-08-24T00:08:39.057639+05:30,448,67.4,319,5,105,8.1,26.8,,
2026-08-24T00:08:46.219657+05:30,448,67.4,319,5,105,8.1,26.8,,
2026-08-24T00:08:53.610177+05:30,448,67.4,319,5,105,8.1,26.8,,
2026-08-24T00:09:00.980424+05:30,448,67.4,319,5,105,8.1,26.8,,
2026-08-24T00:09:08.355454+05:30,448,67.4,319,5,105,8.1,26.8,,
2026-08-24T00:09:15.506636+05:30,447,67.4,319,5,105,8.2,26.8,,
2026-08-24T00:09:22.884576+05:30,447,67.4,319,5,105,8.2,26.8,,
2026-08-24T00:09:30.275220+05:30,446,67.4,320,5,105,8.2,26.9,,
2026-08-24T00:09:37.418636+05:30,446,67.4,320,5,105,8.2,26.9,,
2026-08-24T00:09:44.590074+05:30,446,67.4,320,5,105,8.2,26.9,,
2026-08-24T00:09:51.964775+05:30,446,67.4,320,5,105,8.2,26.9,,
2026-08-24T00:09:59.543658+05:30,446,67.4,320,5,105,8.2,26.9,,
2026-08-24T00:10:06.917090+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:10:14.701866+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:10:24.946007+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:10:32.309778+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:10:39.694075+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:10:47.258259+05:30,446,67.4,320,5,105,8.2,26.9,,
2026-08-24T00:10:54.425148+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:11:01.603923+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:11:08.754655+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:11:16.358298+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:11:23.508180+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:11:30.674538+05:30,446,67.4,318,5,105,8.2,26.9,,
2026-08-24T00:11:38.059486+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:11:45.222274+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:11:52.795551+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:12:00.179263+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:12:07.352806+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:12:14.505221+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:12:21.678664+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:12:29.040864+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:12:36.004268+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:12:43.404116+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:12:50.557579+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:12:57.923737+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:13:05.306240+05:30,444,67.4,319,5,105,8.2,27.0,,
2026-08-24T00:13:12.460797+05:30,444,67.4,321,5,106,8.2,27.0,,
2026-08-24T00:13:19.828271+05:30,444,67.4,321,5,106,8.2,27.0,,
2026-08-24T00:13:27.226362+05:30,444,67.2,321,5,106,8.2,27.0,,
2026-08-24T00:13:34.580357+05:30,444,67.2,321,5,106,8.2,27.0,,
2026-08-24T00:13:41.960836+05:30,444,67.2,321,5,106,8.2,27.0,,
2026-08-24T00:13:49.132572+05:30,444,67.2,321,5,106,8.2,27.0,,
2026-08-24T00:13:56.481929+05:30,444,67.2,321,5,106,8.2,27.0,,
