time,conductivity,humidity,nitrogen,phosphorus,potassium,pH,temperature,latitude,longitude
2026-08-17T11:51:51.024287+05:30,0,0.0,0,0,0,4.3,28.9,,
2026-08-17T11:51:59.212582+05:30,0,0.0,0,0,0,4.0,27.8,,
2026-08-17T11:52:07.609318+05:30,0,0.0,0,0,0,5.1,27.7,,
2026-08-17T11:52:15.809950+05:30,0,0.0,0,0,0,4.3,28.9,,
2026-08-17T11:52:24.198346+05:30,0,0.0,0,0,0,4.6,27.7,,
2026-08-17T11:52:32.389999+05:30,0,2.7,0,0,0,4.5,27.7,,
2026-08-17T11:52:40.590624+05:30,0,0.0,0,0,0,4.6,27.7,,
2026-08-17T11:52:48.774839+05:30,0,0.0,0,0,0,4.5,27.7,,
2026-08-17T11:52:57.172122+05:30,0,0.0,0,0,0,4.7,28.9,,
2026-08-17T11:53:05.369766+05:30,0,0.0,0,0,0,4.8,27.7,,
2026-08-17T11:53:13.454296+05:30,0,2.7,0,0,0,5.3,28.8,,
2026-08-17T11:53:22.053547+05:30,0,0.0,0,0,0,4.8,28.8,,
2026-08-17T11:53:30.254694+05:30,0,0.0,0,0,0,4.7,27.7,,
2026-08-17T11:53:38.442266+05:30,0,2.8,0,0,0,4.7,27.7,,
2026-08-17T11:53:46.630469+05:30,0,0.0,0,0,0,4.6,27.7,,
2026-08-17T11:53:54.821022+05:30,0,2.8,0,0,0,4.7,27.7,,
2026-08-17T11:54:03.015973+05:30,0,0.0,0,0,0,4.8,28.8,,
2026-08-17T11:54:11.217529+05:30,0,0.0,0,0,0,4.8,27.7,,
2026-08-17T11:54:19.398178+05:30,0,0.0,0,0,0,4.8,28.9,,
2026-08-17T11:54:27.591384+05:30,0,0.0,0,0,0,4.9,27.9,,
2026-08-17T11:54:35.792300+05:30,0,0.0,0,0,0,4.9,28.9,,
2026-08-17T11:54:43.976869+05:30,0,0.0,0,0,0,4.8,28.9,,
2026-08-17T11:54:52.168865+05:30,0,0.0,0,0,0,4.7,28.8,,
2026-08-17T11:55:00.367706+05:30,0,0.0,0,0,0,4.8,27.7,,
2026-08-17T11:55:08.551142+05:30,0,0.0,0,0,0,4.0,27.7,,
2026-08-17T11:55:16.745341+05:30,0,0.0,0,0,0,4.6,27.7,,
2026-08-17T11:55:25.139371+05:30,0,0.0,0,0,0,4.8,27.7,,
2026-08-17T11:55:33.338350+05:30,0,3.1,0,0,0,4.6,28.9,,
2026-08-17T11:55:41.738926+05:30,0,0.0,0,0,0,4.4,28.9,,
2026-08-17T11:55:49.918878+05:30,0,0.0,0,0,0,5.1,27.7,,
2026-08-17T11:55:58.113448+05:30,0,0.0,0,0,0,4.3,27.7,,
2026-08-17T11:56:06.304387+05:30,0,0.0,0,0,0,4.8,28.8,,
2026-08-17T11:56:14.297399+05:30,0,0.0,0,0,0,4.4,27.7,,
2026-08-17T11:56:22.488540+05:30,0,3.1,0,0,0,4.6,27.7,,
2026-08-17T11:56:30.681504+05:30,0,0.0,0,0,0,4.4,27.7,,
2026-08-17T11:56:39.279013+05:30,0,3.1,0,0,0,4.6,27.7,,
2026-08-17T11:56:47.269452+05:30,0,0.0,0,0,0,4.8,27.7,,
2026-08-17T11:57:08.361878+05:30,0,0.0,0,0,0,4.7,28.8,,
2026-08-17T12:19:56.540539+05:30,0,0.0,0,0,0,5.2,27.6,,
2026-08-17T12:20:04.731744+05:30,0,0.0,0,0,0,4.9,27.6,,
2026-08-17T12:20:12.922425+05:30,0,0.0,0,0,0,4.9,27.6,,
2026-08-17T12:20:21.118488+05:30,0,3.0,0,0,0,5.1,27.6,,
2026-08-17T12:20:29.310753+05:30,0,3.1,0,0,0,5.4,28.7,,
2026-08-17T12:20:37.503005+05:30,0,0.0,0,0,0,5.4,27.8,,
2026-08-17T12:20:45.486874+05:30,0,3.0,0,0,0,4.8,27.6,,
2026-08-17T12:20:53.471542+05:30,0,3.0,0,0,0,5.0,27.6,,
2026-08-17T12:21:02.076993+05:30,0,0.0,0,0,0,5.0,27.6,,
2026-08-17T12:21:10.277452+05:30,0,2.5,0,0,0,5.0,27.6,,
2026-08-17T12:21:18.662336+05:30,0,3.1,0,0,0,5.1,27.6,,
2026-08-17T12:21:26.859655+05:30,0,3.0,0,0,0,5.1,27.6,,
2026-08-17T12:21:35.053701+05:30,0,3.0,0,0,0,4.9,27.6,,
2026-08-17T12:21:43.241686+05:30,0,3.1,0,0,0,5.1,27.6,,
2026-08-17T12:21:51.436872+05:30,0,0.0,0,0,0,5.1,27.6,,
2026-08-17T12:21:59.624464+05:30,0,3.1,0,0,0,5.1,27.6,,
2026-08-17T12:22:07.815098+05:30,0,3.0,0,0,0,5.0,27.6,,
2026-08-17T12:22:16.214117+05:30,0,0.0,0,0,0,4.9,27.6,,
2026-08-17T12:22:24.403367+05:30,0,0.0,0,0,0,5.0,27.6,,
2026-08-17T12:22:32.393316+05:30,0,0.0,0,0,0,5.0,27.6,,
2026-08-17T12:22:40.592818+05:30,0,0.0,0,0,0,4.9,27.6,,
2026-08-17T12:22:48.782945+05:30,0,0.0,0,0,0,4.9,27.6,,
2026-08-17T12:22:57.070168+05:30,0,0.0,0,0,0,5.0,28.7,,
2026-08-17T12:23:05.067251+05:30,0,0.0,0,0,0,5.1,28.7,,
2026-08-17T12:23:13.251492+05:30,0,3.0,0,0,0,4.8,27.6,,
2026-08-17T12:23:21.853050+05:30,0,0.0,0,0,0,5.0,27.9,,
2026-08-17T12:23:29.837146+05:30,0,0.0,0,0,0,4.9,28.7,,
2026-08-17T12:23:38.035628+05:30,0,0.0,0,0,0,5.0,27.8,,
2026-08-17T12:23:46.224999+05:30,0,0.0,0,0,0,5.0,28.7,,
2026-08-17T12:23:54.210316+05:30,0,0.0,0,0,0,5.0,27.6,,
2026-08-17T12:24:02.408323+05:30,0,0.0,0,0,0,5.1,27.6,,
2026-08-17T12:24:10.595078+05:30,0,0.0,0,0,0,4.9,28.7,,
2026-08-17T12:24:18.785378+05:30,0,0.0,0,0,0,5.0,28.7,,
2026-08-17T12:24:26.981906+05:30,0,3.0,0,0,0,4.9,28.7,,
2026-08-17T12:24:35.168545+05:30,0,3.0,0,0,0,5.1,27.6,,
2026-08-17T12:24:43.468873+05:30,0,0.0,0,0,0,5.2,27.6,,
2026-08-17T12:24:51.460534+05:30,0,0.0,0,0,0,5.1,27.6,,
2026-08-17T12:24:59.640996+05:30,0,0.0,0,0,0,5.0,28.5,,
2026-08-17T12:25:07.833891+05:30,0,3.0,0,0,0,5.1,27.6,,
2026-08-17T12:25:16.032439+05:30,0,3.0,0,0,0,5.0,27.6,,
2026-08-17T12:25:24.424565+05:30,0,0.0,0,0,0,5.0,27.6,,
2026-08-17T12:25:32.822126+05:30,0,0.0,0,0,0,5.0,27.6,,
2026-08-17T12:25:40.809818+05:30,0,0.0,0,0,0,5.0,27.6,,
2026-08-17T12:25:49.006231+05:30,0,0.0,0,0,0,5.0,27.6,,
2026-08-17T12:25:57.192546+05:30,0,0.0,0,0,0,5.2,28.8,,
2026-08-17T12:26:05.389084+05:30,0,0.0,0,0,0,5.1,28.8,,
2026-08-17T12:26:13.577805+05:30,0,0.0,0,0,0,5.0,28.7,,
2026-08-17T12:26:21.773935+05:30,0,0.0,0,0,0,5.0,28.8,,
2026-08-17T20:49:11.541657+05:30,0,2.4,0,0,0,6.8,25.9,,
2026-08-17T20:49:19.235542+05:30,0,2.5,0,0,0,6.8,25.9,,
2026-08-17T20:49:26.593744+05:30,0,2.4,0,0,0,6.8,25.9,22.51,88.41
2026-08-17T20:49:33.738617+05:30,0,2.4,0,0,0,6.8,25.9,22.51,88.41
2026-08-17T20:49:41.137220+05:30,0,2.4,0,0,0,6.8,25.9,22.51,88.41
2026-08-17T20:49:48.513171+05:30,0,2.5,0,0,0,6.8,25.9,22.51,88.41
2026-08-17T20:49:55.661936+05:30,0,2.4,0,0,0,6.8,26.0,22.51,88.41
2026-08-17T20:50:03.040818+05:30,0,2.5,0,0,0,6.8,25.9,22.51,88.41
2026-08-17T20:50:11.223552+05:30,0,2.4,0,0,0,6.8,26.0,22.51,88.41
2026-08-17T20:50:19.010629+05:30,0,2.4,0,0,0,6.8,26.0,22.51,88.41
2026-08-17T20:50:30.883982+05:30,0,2.5,0,0,0,6.8,26.0,22.51,88.41
2026-08-17T20:50:38.886547+05:30,0,2.5,0,0,0,6.7,26.0,,
2026-08-17T20:50:46.051726+05:30,0,2.4,0,0,0,6.7,26.0,,
2026-08-17T20:50:53.627496+05:30,0,2.4,0,0,0,6.7,26.0,,
2026-08-17T20:51:00.787422+05:30,0,2.5,0,0,0,6.7,26.0,,
2026-08-17T20:51:08.185191+05:30,0,2.5,0,0,0,6.7,26.0,22.51,88.41
2026-08-17T20:51:16.360205+05:30,0,2.4,0,0,0,6.7,26.0,,
2026-08-17T20:51:23.718334+05:30,0,2.5,0,0,0,6.7,26.0,,
2026-08-17T20:51:30.892149+05:30,0,2.5,0,0,0,6.7,26.0,,
2026-08-17T20:51:38.268142+05:30,0,2.5,0,0,0,6.7,26.0,,
2026-08-17T20:51:45.428525+05:30,0,2.4,0,0,0,6.7,26.0,22.51,88.41
2026-08-17T20:51:52.834539+05:30,0,2.4,0,0,0,6.7,26.0,22.51,88.41
2026-08-17T20:52:00.791369+05:30,0,2.5,0,0,0,6.7,26.1,22.51,88.41
2026-08-17T20:52:08.180725+05:30,0,2.5,0,0,0,6.7,26.1,22.51,88.41
2026-08-17T20:52:15.337901+05:30,0,2.5,0,0,0,6.7,26.1,22.51,88.41
2026-08-17T20:52:22.509918+05:30,0,2.5,0,0,0,6.7,26.1,,
2026-08-17T20:52:30.108593+05:30,0,2.5,0,0,0,6.7,26.1,,
2026-08-17T20:52:37.456225+05:30,0,2.5,0,0,0,6.7,26.1,22.51,88.41
2026-08-17T20:52:44.824742+05:30,0,2.5,0,0,0,6.7,26.1,22.51,88.41
2026-08-17T20:52:53.020393+05:30,0,2.5,0,0,0,6.7,26.1,22.51,88.41
2026-08-17T20:53:00.195174+05:30,0,2.5,0,0,0,6.7,26.1,22.51,88.41
2026-08-17T21:03:56.378582+05:30,0,2.5,0,0,0,7.6,26.2,,
2026-08-17T21:04:03.528583+05:30,0,2.5,0,0,0,7.6,26.2,,
2026-08-17T21:04:12.549181+05:30,0,2.5,0,0,0,4.1,26.2,,
2026-08-17T21:04:20.035294+05:30,0,2.5,0,0,0,3.9,26.2,,
2026-08-17T21:04:29.240771+05:30,0,2.5,0,0,0,3.8,26.3,,
2026-08-17T21:04:37.834151+05:30,0,2.5,0,0,0,3.5,26.3,,
2026-08-17T21:04:45.411618+05:30,0,2.5,0,0,0,3.4,26.3,,
2026-08-17T21:04:54.015632+05:30,0,2.5,0,0,0,3.3,26.3,,
2026-08-17T21:05:01.408611+05:30,0,2.5,0,0,0,3.1,26.3,,
2026-08-17T21:05:08.765669+05:30,0,2.5,0,0,0,4.6,26.3,,
2026-08-17T21:05:16.153237+05:30,0,2.5,0,0,0,4.7,26.3,,
2026-08-17T21:05:23.506864+05:30,0,2.5,0,0,0,4.7,26.3,,
2026-08-17T21:05:33.750052+05:30,0,2.5,0,0,0,4.7,26.3,,
2026-08-17T21:05:41.127162+05:30,0,2.5,0,0,0,4.7,26.3,,
2026-08-17T21:05:48.289690+05:30,0,2.5,0,0,0,4.7,26.3,,
2026-08-17T21:05:55.665431+05:30,0,2.5,0,0,0,4.7,26.3,,
2026-08-17T21:06:03.043458+05:30,0,2.5,0,0,0,4.7,26.3,,
2026-08-17T21:06:10.638496+05:30,0,2.5,0,0,0,4.7,26.3,,
2026-08-17T21:06:17.801514+05:30,0,2.5,0,0,0,4.6,26.4,,
2026-08-17T21:06:26.382261+05:30,0,2.5,0,0,0,4.7,26.4,,
2026-08-17T21:06:33.742742+05:30,0,2.5,0,0,0,4.6,26.3,,
2026-08-17T21:06:40.916511+05:30,0,2.5,0,0,0,4.6,26.4,,
2026-08-17T21:06:48.305850+05:30,0,2.5,0,0,0,4.6,26.4,,
2026-08-17T21:06:55.664546+05:30,0,2.5,0,0,0,4.6,26.4,,
2026-08-17T21:07:03.654894+05:30,0,2.5,0,0,0,4.6,26.4,,
2026-08-17T21:07:11.038433+05:30,0,2.5,0,0,0,4.5,26.4,,
2026-08-17T21:07:18.387625+05:30,0,2.5,0,0,0,4.5,26.4,,
2026-08-17T21:07:25.566551+05:30,0,2.5,0,0,0,4.5,26.4,,
2026-08-17T21:07:35.396687+05:30,0,2.5,0,0,0,4.5,26.4,,
2026-08-17T21:07:44.609617+05:30,0,2.5,0,0,0,4.4,26.4,,
2026-08-17T21:07:51.978757+05:30,0,2.5,0,0,0,4.4,26.4,,
2026-08-17T21:07:59.165741+05:30,0,2.5,0,0,0,4.4,26.4,,
2026-08-17T21:08:06.535593+05:30,0,2.5,0,0,0,4.3,26.4,,
2026-08-17T21:08:14.111615+05:30,0,2.5,0,0,0,4.3,26.4,,
2026-08-17T21:08:21.887665+05:30,0,2.5,0,0,0,4.3,26.4,,
2026-08-17T21:08:29.468855+05:30,0,2.5,0,0,0,4.3,26.4,,
2026-08-17T21:08:36.853236+05:30,0,2.5,0,0,0,4.3,26.4,,
2026-08-17T21:08:44.630839+05:30,0,2.5,0,0,0,4.3,26.4,,
2026-08-17T21:08:51.989235+05:30,0,2.5,0,0,0,4.3,26.4,,
2026-08-17T21:08:59.159838+05:30,0,2.5,0,0,0,4.2,26.4,,
2026-08-17T21:09:06.539257+05:30,0,2.5,0,0,0,4.2,26.4,,
2026-08-17T21:09:13.902487+05:30,0,2.5,0,0,0,4.1,26.4,,
2026-08-17T21:09:21.072792+05:30,0,2.5,0,0,0,4.1,26.4,,
2026-08-17T21:09:28.448553+05:30,0,2.5,0,0,0,4.1,26.4,,
2026-08-17T21:09:35.608267+05:30,0,2.5,0,0,0,4.1,26.4,,
2026-08-17T21:09:42.789828+05:30,0,2.5,0,0,0,4.0,26.4,,
2026-08-17T21:09:50.371779+05:30,0,2.5,0,0,0,4.0,26.4,,
2026-08-17T21:09:57.723072+05:30,0,2.5,0,0,0,4.0,26.4,,
2026-08-17T21:10:05.107256+05:30,0,2.5,0,0,0,3.9,26.4,,
2026-08-17T21:10:12.475416+05:30,0,2.5,0,0,0,3.9,26.4,,
2026-08-17T21:10:19.649036+05:30,0,2.5,0,0,0,3.8,26.4,,
2026-08-17T21:11:44.228585+05:30,0,2.5,0,0,0,3.0,26.5,,
2026-08-17T21:11:51.399204+05:30,0,2.5,0,0,0,3.0,26.5,,
2026-08-17T21:11:58.786030+05:30,0,2.5,0,0,0,3.0,26.5,,
2026-08-17T21:12:05.940399+05:30,0,2.5,0,0,0,3.0,26.5,,
2026-08-17T21:12:13.323730+05:30,0,2.5,0,0,0,3.0,26.5,,
2026-08-17T21:12:20.688571+05:30,0,2.5,0,0,0,3.0,26.5,,
2026-08-17T21:12:28.675263+05:30,0,2.5,0,0,0,3.0,26.5,,
2026-08-17T21:12:36.038343+05:30,0,2.5,0,0,0,3.0,26.5,,
2026-08-17T21:12:44.645023+05:30,0,2.5,0,0,0,3.0,26.6,,
2026-08-17T21:12:52.224259+05:30,0,2.5,0,0,0,3.0,26.5,,
2026-08-17T21:12:59.819071+05:30,0,0.0,0,0,0,3.0,26.7,,
2026-08-17T21:13:06.976282+05:30,0,2.5,0,0,0,3.0,26.7,,
2026-08-17T21:13:14.137996+05:30,0,2.5,0,0,0,4.5,26.6,,
2026-08-17T21:13:21.520816+05:30,0,2.5,0,0,0,4.4,26.6,,
2026-08-17T21:13:28.885407+05:30,0,2.4,0,0,0,4.5,26.6,,
2026-08-17T21:13:36.049253+05:30,0,2.5,0,0,0,5.0,26.6,,
2026-08-17T21:13:43.215355+05:30,0,2.5,0,0,0,5.0,26.6,,
2026-08-17T21:13:50.616848+05:30,0,2.5,0,0,0,5.1,26.7,,
2026-08-17T21:13:57.960466+05:30,0,2.5,0,0,0,5.1,26.6,22.513431,88.410226
2026-08-17T21:14:05.346437+05:30,0,2.5,0,0,0,5.2,26.6,22.513449,88.410203
2026-08-17T21:14:12.505292+05:30,0,2.5,0,0,0,5.2,26.6,22.513461,88.410209
2026-08-17T21:14:19.674763+05:30,0,2.5,0,0,0,5.2,26.6,22.513473,88.410233
2026-08-17T21:14:27.273696+05:30,0,2.5,0,0,0,5.2,26.6,22.513475,88.410243
2026-08-17T21:14:34.430511+05:30,0,2.5,0,0,0,5.3,26.7,22.513476,88.410214
2026-08-17T21:14:41.808122+05:30,0,2.5,0,0,0,5.3,26.6,22.513485,88.410229
2026-08-17T21:14:49.181639+05:30,0,2.5,0,0,0,5.3,26.6,22.513482,88.410202
2026-08-17T21:14:56.543678+05:30,0,2.5,0,0,0,5.3,26.6,22.513458,88.410187
2026-08-17T21:15:03.905439+05:30,0,2.5,0,0,0,5.4,26.6,22.513439,88.410162
2026-08-17T21:15:11.286039+05:30,0,2.5,0,0,0,5.4,26.6,22.51341,88.410111
2026-08-17T21:15:19.071397+05:30,0,2.5,0,0,0,5.4,26.6,22.513395,88.410068
2026-08-17T21:15:26.432578+05:30,0,2.5,0,0,0,5.4,26.6,22.513392,88.410032
2026-08-17T21:15:33.827564+05:30,0,2.5,0,0,0,5.4,26.6,,
2026-08-17T21:15:40.978395+05:30,0,2.5,0,0,0,5.4,26.6,,
2026-08-17T21:15:48.360910+05:30,0,2.5,0,0,0,5.5,26.6,,
2026-08-17T21:15:55.729696+05:30,0,2.5,0,0,0,5.5,26.6,22.513378,88.409957
2026-08-17T21:16:03.097670+05:30,0,2.5,0,0,0,5.5,26.6,22.513384,88.409897
